soil_ph,fertility_ec,humidity,sunlight,soil_temp,soil_moisture,label
5.9,443.2,83,1183,26.1,80,Avocado
6.0,427.4,84,1471,27.1,83,Avocado
5.9,426.9,84,1459,26.0,79,Avocado
5.9,438.8,81,1611,26.6,80,Avocado
6.0,438.7,82,1750,26.9,79,Avocado
5.9,432.6,84,1513,26.2,82,Avocado
5.8,437.8,83,1229,26.9,84,Avocado
6.1,431.2,86,1389,26.5,80,Avocado
5.8,429.9,82,1465,26.6,81,Avocado
5.9,431.3,84,1689,26.0,82,Avocado
6.0,429.9,84,1444,26.0,80,Avocado
5.9,434.4,85,1091,26.3,79,Avocado
5.9,441.5,82,1800,26.3,82,Avocado
5.8,439.3,84,1408,26.0,81,Avocado
6.0,434.9,82,1368,26.0,82,Avocado
5.7,424.9,83,1468,26.1,84,Avocado
5.9,436.8,83,1795,27.1,83,Avocado
5.8,433.6,82,1143,26.7,80,Avocado
5.8,433.7,83,1580,26.0,80,Avocado
5.9,431.4,81,1800,26.0,79,Avocado
5.8,430.4,81,1273,26.0,80,Avocado
5.8,431.1,83,1268,26.2,80,Avocado
5.9,441.1,81,1540,26.5,81,Avocado
5.9,440.8,83,1669,26.7,83,Avocado
5.8,428.4,82,1708,26.1,83,Avocado
5.9,432.6,83,1355,26.7,79,Avocado
5.9,438.6,83,1230,26.9,80,Avocado
5.7,431.6,81,1493,26.4,79,Avocado
6.0,430.1,80,1461,26.3,80,Avocado
5.9,441.5,82,1800,26.5,82,Avocado
6.0,426.1,85,1579,27.0,83,Avocado
4.0,632.0,62,8077,29.5,99,Bamboo
4.7,630.1,62,8192,28.9,92,Bamboo
4.5,628.0,62,10731,29.7,92,Bamboo
4.5,636.4,62,8797,29.4,92,Bamboo
4.5,637.0,62,7845,29.7,92,Bamboo
4.6,628.0,63,10753,29.9,92,Bamboo
4.7,629.9,63,10853,30.1,92,Bamboo
4.4,635.1,62,7855,30.7,92,Bamboo
4.4,635.2,62,9031,30.3,92,Bamboo
4.6,632.7,61,10548,30.4,92,Bamboo
4.4,629.1,62,10470,30.5,92,Bamboo
4.3,637.0,61,11653,30.8,92,Bamboo
4.6,634.8,60,10646,30.7,92,Bamboo
4.6,633.8,62,8602,30.6,92,Bamboo
4.5,628.0,63,10903,30.5,92,Bamboo
4.4,637.0,62,10508,31.0,92,Bamboo
4.7,628.0,62,11384,29.9,92,Bamboo
4.8,628.0,62,10016,31.0,92,Bamboo
4.6,636.7,61,9078,30.4,92,Bamboo
4.7,628.7,61,8717,31.0,92,Bamboo
4.1,637.0,63,9077,30.7,92,Bamboo
4.5,628.0,62,9559,30.9,92,Bamboo
4.1,637.0,62,7946,30.9,92,Bamboo
4.6,633.6,62,9219,31.0,92,Bamboo
4.3,633.0,63,10959,31.0,92,Bamboo
4.7,628.0,62,11023,31.0,92,Bamboo
4.5,635.4,62,8695,31.0,92,Bamboo
4.4,630.7,61,10041,31.0,92,Bamboo
4.5,631.4,62,10366,30.3,92,Bamboo
4.3,637.0,63,10400,31.0,92,Bamboo
4.3,628.0,62,10509,30.5,92,Bamboo
4.4,628.0,64,10912,31.0,92,Bamboo
4.4,628.0,61,9871,29.9,92,Bamboo
4.5,636.4,62,10023,30.4,92,Bamboo
4.4,637.0,62,6975,29.9,92,Bamboo
4.3,631.3,60,9800,31.0,92,Bamboo
4.5,637.0,62,8834,31.0,92,Bamboo
4.7,628.0,62,8928,31.0,92,Bamboo
4.6,628.0,62,10523,30.5,92,Bamboo
4.6,637.0,62,8262,30.7,92,Bamboo
4.4,628.0,62,11081,29.5,92,Bamboo
4.4,628.0,62,9330,30.4,92,Bamboo
4.4,637.0,63,11209,30.3,92,Bamboo
4.7,628.0,61,8757,30.6,92,Bamboo
4.5,637.0,62,9942,29.7,92,Bamboo
4.3,634.1,63,9055,30.2,92,Bamboo
4.3,630.2,62,12000,29.6,92,Bamboo
4.7,628.0,63,6395,29.7,92,Bamboo
4.6,628.0,64,10235,29.4,92,Bamboo
4.3,637.0,61,9034,30.0,92,Bamboo
4.4,628.0,62,11623,29.3,92,Bamboo
4.3,637.0,62,10333,29.6,92,Bamboo
4.6,628.0,64,6777,29.4,92,Bamboo
4.6,637.0,60,9788,29.1,92,Bamboo
4.5,637.0,62,10376,29.1,92,Bamboo
4.8,628.0,63,9124,29.0,92,Bamboo
4.4,628.0,60,8214,29.8,92,Bamboo
4.4,630.9,63,10289,28.7,92,Bamboo
4.4,637.0,63,6000,28.4,92,Bamboo
4.7,628.0,63,11352,28.9,92,Bamboo
4.6,633.2,63,11914,28.9,92,Bamboo
4.6,633.8,64,8629,29.2,92,Bamboo
4.3,636.2,61,9856,28.6,92,Bamboo
4.6,637.0,63,8438,28.7,92,Bamboo
4.4,636.4,61,9500,28.9,92,Bamboo
4.6,637.0,63,11140,28.8,92,Bamboo
4.6,628.0,62,8847,28.9,92,Bamboo
4.5,630.2,62,10262,28.4,92,Bamboo
4.5,637.0,61,11927,28.8,92,Bamboo
4.3,630.7,62,10011,28.0,92,Bamboo
4.5,630.8,63,7690,28.0,92,Bamboo
4.4,628.0,63,8589,28.0,92,Bamboo
4.5,635.7,63,10133,28.7,92,Bamboo
4.7,631.8,63,9412,28.3,92,Bamboo
4.4,637.0,63,10032,28.0,92,Bamboo
4.6,628.0,64,11760,28.1,92,Bamboo
4.5,629.6,60,11892,28.5,92,Bamboo
4.3,628.0,63,11834,28.1,92,Bamboo
4.5,634.6,62,12000,28.8,92,Bamboo
4.6,628.0,60,9165,28.3,92,Bamboo
4.6,636.0,62,8658,28.3,92,Bamboo
4.6,637.0,62,9572,28.0,92,Bamboo
4.4,633.7,62,12000,28.1,92,Bamboo
4.6,628.0,62,7378,28.0,92,Bamboo
4.7,628.0,62,6988,28.1,92,Bamboo
4.5,632.4,61,9530,28.5,92,Bamboo
4.6,637.0,62,10148,28.1,92,Bamboo
4.4,628.0,62,9625,28.0,92,Bamboo
4.3,637.0,60,10497,28.6,92,Bamboo
4.6,628.0,63,7875,28.4,92,Bamboo
4.6,628.0,63,8861,29.7,92,Bamboo
4.5,637.0,62,11383,29.0,92,Bamboo
4.6,628.3,63,10901,28.3,92,Bamboo
4.4,628.4,62,12000,28.6,92,Bamboo
4.6,628.0,62,8302,28.8,92,Bamboo
4.3,628.0,62,10805,29.5,92,Bamboo
4.4,628.0,62,9030,29.2,92,Bamboo
4.5,637.0,62,7119,29.5,92,Bamboo
4.3,637.0,61,10158,29.4,92,Bamboo
5.4,470.0,83,1300,27.9,90,Banana
4.0,771.0,79,8280,28.8,99,Banana
4.5,810.0,66,9337,29.3,99,Banana
6.8,550.0,75,2500,29.2,95,Banana
6.4,495.0,81,1650,27.8,92,Banana
5.1,599.5,76,4311,27.8,88,Banana
5.0,554.7,76,6634,29.4,92,Banana
4.8,600.8,79,4528,28.8,90,Banana
4.8,601.6,72,2887,29.4,88,Banana
5.3,596.8,75,4669,28.8,88,Banana
4.9,607.8,74,5450,29.0,88,Banana
4.8,611.2,76,2231,28.9,89,Banana
5.3,585.6,73,2345,28.3,89,Banana
5.2,571.1,71,2631,29.1,88,Banana
4.9,594.9,74,4403,29.2,88,Banana
4.7,570.9,74,3346,29.9,88,Banana
4.9,600.1,75,5422,28.7,90,Banana
4.5,595.6,73,3763,30.0,88,Banana
4.8,583.9,75,4252,29.8,91,Banana
4.8,584.2,81,4125,29.2,89,Banana
4.9,578.5,71,2669,29.3,88,Banana
4.8,592.3,76,6356,30.0,91,Banana
5.0,580.8,78,3894,30.0,90,Banana
5.0,594.2,75,3514,30.0,89,Banana
5.2,610.7,73,6269,29.6,88,Banana
4.7,553.1,75,2716,30.0,88,Banana
5.2,623.3,74,6123,29.4,88,Banana
5.0,581.9,76,3933,30.0,91,Banana
5.5,581.2,73,8728,30.0,89,Banana
4.9,606.4,77,6777,30.0,88,Banana
5.2,584.3,78,1680,29.4,89,Banana
5.0,609.5,75,2307,30.0,90,Banana
4.3,565.2,70,3519,30.0,90,Banana
5.1,562.4,75,2053,29.5,89,Banana
4.9,593.7,78,3015,29.8,95,Banana
4.4,593.9,76,3216,29.6,89,Banana
5.3,608.7,81,3440,29.4,92,Banana
4.9,584.6,76,3404,29.9,88,Banana
5.1,595.5,76,6409,30.0,92,Banana
4.4,583.6,75,4979,30.0,88,Banana
5.1,592.7,76,6022,29.6,90,Banana
4.7,591.5,74,1280,29.7,91,Banana
5.5,584.2,75,2636,30.0,89,Banana
5.0,594.3,77,2679,29.2,88,Banana
4.7,581.7,79,4515,28.8,88,Banana
4.7,564.9,73,4364,30.0,90,Banana
5.2,568.7,77,4027,29.1,94,Banana
5.3,621.6,73,3677,29.3,88,Banana
4.4,599.9,75,9278,28.7,90,Banana
5.4,601.7,75,2773,29.5,88,Banana
4.9,639.1,78,6612,28.5,88,Banana
4.8,616.3,79,6186,28.1,90,Banana
5.1,604.1,72,4394,28.7,88,Banana
5.3,566.5,74,5000,29.0,91,Banana
5.3,570.5,80,4053,28.9,90,Banana
4.6,598.9,79,6071,27.8,92,Banana
5.0,609.6,71,5546,28.2,88,Banana
5.7,575.7,75,6831,28.4,90,Banana
5.0,629.9,78,1280,27.8,91,Banana
5.5,601.9,75,4364,27.6,89,Banana
5.3,595.9,75,4598,28.0,90,Banana
5.2,612.0,77,4131,27.6,91,Banana
5.2,591.2,75,4679,28.1,94,Banana
5.2,599.6,76,1782,27.1,88,Banana
4.6,570.0,78,7117,27.0,90,Banana
4.8,609.8,77,6260,27.6,89,Banana
4.6,595.2,76,3108,27.6,91,Banana
5.2,563.5,70,6732,27.4,88,Banana
5.2,596.6,77,3855,28.1,88,Banana
5.1,605.4,74,6652,27.0,89,Banana
4.9,590.6,75,5059,27.0,89,Banana
5.1,579.7,80,1280,27.0,92,Banana
5.1,580.5,79,4412,27.3,91,Banana
5.3,589.4,70,5590,27.0,91,Banana
4.6,592.0,76,2386,27.5,91,Banana
4.7,587.7,75,2782,27.5,88,Banana
5.3,613.9,78,6919,27.5,92,Banana
4.7,604.7,77,6958,27.5,89,Banana
5.4,604.9,76,3635,27.0,88,Banana
5.1,586.1,76,3320,27.3,88,Banana
5.1,607.3,74,3638,27.3,89,Banana
5.3,601.9,73,4185,27.1,91,Banana
5.1,563.9,76,4825,27.0,88,Banana
4.9,606.4,79,3798,27.5,88,Banana
4.8,607.5,77,6069,27.5,88,Banana
5.1,583.9,78,3253,27.0,89,Banana
5.1,611.2,72,5685,27.3,88,Banana
5.0,579.3,77,3923,27.0,88,Banana
4.7,597.2,75,5401,27.8,89,Banana
4.9,598.4,77,4825,27.7,90,Banana
5.3,569.5,76,4084,27.6,88,Banana
5.3,601.2,72,4731,27.9,88,Banana
5.4,605.6,75,5075,28.1,90,Banana
4.5,582.5,71,3349,27.5,90,Banana
5.6,440.0,85,900,26.9,85,Black Pepper
6.0,438.0,85,920,28.5,83,Black Pepper
6.1,443.0,85,920,28.8,83,Black Pepper
6.0,438.0,83,920,28.6,83,Black Pepper
6.0,443.0,85,920,28.9,83,Black Pepper
5.9,443.0,86,920,28.6,83,Black Pepper
5.8,443.0,84,920,29.0,83,Black Pepper
5.9,440.3,85,920,28.6,83,Black Pepper
6.2,443.0,85,910,29.0,83,Black Pepper
6.0,438.4,84,890,28.9,83,Black Pepper
6.0,438.0,85,920,29.0,83,Black Pepper
5.9,441.9,84,920,29.0,83,Black Pepper
5.9,443.0,85,920,29.0,83,Black Pepper
5.9,443.0,84,890,29.0,83,Black Pepper
5.9,443.0,87,920,29.0,83,Black Pepper
6.0,443.0,84,920,29.0,84,Black Pepper
5.8,440.8,83,920,29.0,83,Black Pepper
6.0,441.0,84,920,29.0,83,Black Pepper
5.9,438.0,84,890,29.0,83,Black Pepper
6.0,438.0,87,920,29.0,83,Black Pepper
6.0,443.0,85,920,29.0,83,Black Pepper
6.0,438.0,83,920,29.0,83,Black Pepper
6.0,439.2,85,920,29.0,83,Black Pepper
6.0,438.3,84,920,29.0,83,Black Pepper
6.0,438.0,84,920,29.0,83,Black Pepper
5.9,439.3,83,920,29.0,83,Black Pepper
6.0,438.1,86,920,29.0,83,Black Pepper
6.0,438.0,86,920,29.0,83,Black Pepper
6.1,438.0,84,920,29.0,83,Black Pepper
6.1,438.0,86,920,29.0,84,Black Pepper
6.0,439.7,86,920,29.0,83,Black Pepper
6.0,443.0,84,920,29.0,83,Black Pepper
5.9,441.9,86,920,29.0,83,Black Pepper
5.9,441.6,85,920,29.0,83,Black Pepper
5.9,439.1,86,920,29.0,83,Black Pepper
6.1,443.0,87,920,29.0,83,Black Pepper
5.9,443.0,86,920,29.0,83,Black Pepper
6.1,438.0,86,920,29.0,83,Black Pepper
6.0,439.7,84,920,28.3,83,Black Pepper
6.1,443.0,87,920,28.7,83,Black Pepper
6.0,443.0,85,920,28.2,83,Black Pepper
5.9,438.0,86,920,28.6,83,Black Pepper
6.0,443.0,85,917,28.1,83,Black Pepper
5.9,443.0,83,920,28.6,83,Black Pepper
6.1,443.0,85,920,28.4,83,Black Pepper
6.0,443.0,86,920,27.7,83,Black Pepper
5.8,443.0,86,920,27.9,83,Black Pepper
5.9,441.6,85,920,28.3,83,Black Pepper
6.0,438.4,87,890,27.6,83,Black Pepper
5.9,443.0,87,914,28.5,83,Black Pepper
6.0,443.0,84,920,28.8,83,Black Pepper
6.0,443.0,86,920,28.8,83,Black Pepper
5.9,441.3,83,920,28.1,83,Black Pepper
6.0,443.0,87,920,27.1,84,Black Pepper
6.0,441.4,84,920,27.4,83,Black Pepper
6.0,443.0,85,920,27.1,83,Black Pepper
6.0,440.2,87,920,28.2,83,Black Pepper
6.0,438.0,86,920,27.3,83,Black Pepper
6.1,438.0,84,920,27.1,83,Black Pepper
5.8,438.0,86,920,27.9,83,Black Pepper
5.9,443.0,88,920,27.6,83,Black Pepper
5.9,443.0,86,920,26.6,83,Black Pepper
6.1,441.3,87,920,26.8,83,Black Pepper
6.0,438.0,87,920,27.2,83,Black Pepper
6.1,439.7,85,920,27.8,83,Black Pepper
6.2,438.0,85,920,27.1,83,Black Pepper
6.0,438.0,85,920,27.2,83,Black Pepper
6.0,442.9,87,920,27.6,83,Black Pepper
6.1,442.6,85,920,27.4,83,Black Pepper
6.1,438.0,87,920,27.9,83,Black Pepper
6.1,438.0,85,920,27.2,83,Black Pepper
6.0,442.1,86,920,27.1,83,Black Pepper
6.0,439.0,85,920,27.8,83,Black Pepper
5.9,438.5,86,920,26.9,83,Black Pepper
5.9,438.0,87,920,28.5,83,Black Pepper
6.1,438.0,87,920,27.4,83,Black Pepper
6.1,443.0,85,920,28.3,83,Black Pepper
5.9,443.0,85,920,27.4,83,Black Pepper
6.0,443.0,87,920,27.5,83,Black Pepper
6.1,440.7,83,920,27.7,83,Black Pepper
5.9,443.0,84,920,27.4,83,Black Pepper
6.0,443.0,83,920,27.5,83,Black Pepper
6.1,443.0,87,920,27.8,83,Black Pepper
5.9,443.0,84,920,27.3,83,Black Pepper
5.9,443.0,83,912,27.7,83,Black Pepper
6.1,441.3,87,920,28.6,83,Black Pepper
6.0,438.0,84,920,28.4,83,Black Pepper
6.1,443.0,84,920,28.8,83,Black Pepper
5.9,438.0,85,920,28.4,83,Black Pepper
6.0,440.8,83,920,29.0,83,Black Pepper
6.0,443.0,83,920,28.7,83,Black Pepper
6.0,443.0,83,920,28.5,83,Black Pepper
6.0,443.0,86,920,29.0,83,Black Pepper
5.9,441.4,87,920,29.0,83,Black Pepper
6.1,440.4,86,890,27.6,83,Black Pepper
5.9,443.0,83,920,26.8,83,Black Pepper
5.9,438.0,86,920,27.5,83,Black Pepper
5.6,440.0,85,900,26.9,85,Cacao
5.7,400.0,86,850,27.0,87,Cacao
5.6,425.0,88,900,26.8,85,Cacao
5.5,410.0,89,800,26.6,89,Cacao
5.8,430.0,84,1000,27.3,88,Cacao
5.9,405.0,85,950,27.1,86,Cacao
5.5,415.0,87,750,26.5,84,Cacao
5.7,420.0,83,1050,27.2,85,Cacao
5.8,406.1,85,1060,27.5,80,Cacao
5.8,419.5,89,1060,27.0,82,Cacao
5.7,422.5,88,914,27.8,81,Cacao
5.7,423.9,82,1047,26.9,81,Cacao
5.6,419.9,85,1045,27.3,80,Cacao
5.7,415.8,86,918,27.6,80,Cacao
5.8,414.2,87,942,27.9,81,Cacao
5.8,416.4,81,896,27.7,81,Cacao
5.7,424.4,86,1060,27.6,82,Cacao
6.0,423.6,84,956,27.6,81,Cacao
5.6,412.2,83,1031,27.5,81,Cacao
5.8,425.6,84,973,27.3,80,Cacao
5.6,421.1,84,796,28.0,80,Cacao
5.7,418.7,85,845,27.9,80,Cacao
5.7,424.8,83,1060,28.0,80,Cacao
5.7,427.0,85,855,28.0,81,Cacao
5.7,414.7,84,973,27.8,84,Cacao
6.0,415.6,87,1060,28.0,80,Cacao
5.7,425.6,86,1023,28.0,82,Cacao
5.8,415.9,87,1033,28.0,80,Cacao
5.7,422.2,85,913,28.0,82,Cacao
5.9,409.2,84,835,28.0,83,Cacao
5.6,420.3,86,1060,28.0,80,Cacao
5.8,417.2,86,902,28.0,81,Cacao
5.8,422.0,84,1060,28.0,82,Cacao
5.7,418.8,84,1060,27.9,80,Cacao
5.9,419.1,84,1060,28.0,80,Cacao
5.7,413.9,85,992,28.0,84,Cacao
5.8,435.9,86,932,27.7,82,Cacao
5.7,415.6,88,907,28.0,81,Cacao
5.7,420.0,84,1060,28.0,80,Cacao
5.8,420.5,84,949,27.8,80,Cacao
5.7,425.4,85,1060,28.0,80,Cacao
5.8,413.1,87,878,28.0,83,Cacao
5.7,422.5,85,997,27.6,82,Cacao
5.7,422.8,86,941,27.9,81,Cacao
5.9,412.5,85,915,27.6,82,Cacao
5.9,412.8,85,986,28.0,83,Cacao
5.8,413.7,83,975,27.7,82,Cacao
5.9,416.3,84,986,27.2,85,Cacao
5.8,426.5,84,951,27.7,81,Cacao
5.7,429.5,84,875,27.3,83,Cacao
5.7,420.1,84,931,28.0,81,Cacao
5.9,426.2,87,1060,26.9,83,Cacao
5.8,423.0,81,954,26.6,80,Cacao
5.9,429.5,86,1014,26.7,80,Cacao
5.7,418.6,86,890,27.2,84,Cacao
5.8,422.6,82,804,26.3,83,Cacao
5.9,415.7,87,1060,26.3,81,Cacao
5.9,418.1,85,1021,26.8,82,Cacao
5.7,417.5,83,1018,25.8,80,Cacao
5.7,411.3,85,1028,26.3,85,Cacao
5.8,415.8,86,1047,26.4,84,Cacao
5.7,408.0,83,1060,26.4,80,Cacao
5.7,423.0,87,995,25.7,83,Cacao
5.9,417.8,85,1023,25.4,81,Cacao
6.0,415.1,83,1013,26.0,80,Cacao
5.6,426.6,84,943,25.4,83,Cacao
5.9,422.9,84,1045,26.4,80,Cacao
5.8,421.4,87,955,25.0,83,Cacao
5.9,425.7,86,952,25.4,87,Cacao
6.0,411.8,87,1060,25.5,82,Cacao
5.9,420.1,82,905,25.5,80,Cacao
6.0,424.5,86,745,25.6,80,Cacao
5.8,430.5,87,1012,26.1,80,Cacao
5.9,417.9,83,1017,25.0,80,Cacao
5.8,418.8,87,1060,26.0,82,Cacao
5.8,425.6,86,1053,25.4,82,Cacao
5.9,430.5,83,1030,25.7,81,Cacao
5.9,426.9,83,847,25.6,80,Cacao
5.9,420.8,83,990,25.5,81,Cacao
6.0,413.5,84,785,25.8,83,Cacao
5.7,425.7,85,1006,25.2,81,Cacao
5.6,425.4,86,1004,25.5,83,Cacao
5.8,420.6,83,1060,25.5,83,Cacao
5.8,417.4,85,927,26.2,82,Cacao
5.7,413.9,85,1060,25.0,80,Cacao
5.9,424.7,84,1024,25.5,80,Cacao
5.9,415.6,85,759,25.5,80,Cacao
5.7,424.8,87,1022,25.2,80,Cacao
5.8,408.2,85,839,25.3,80,Cacao
